Applicant,LocationDescription,Address,Photo,FoodItems,Latitude,Longitude,Schedule,Location
May Catering,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.716443,-122.3899379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.71644300214742, -122.38993787932108)"
"Off the Grid Services, LLC",MINNA ST: SHAW ALY to 02ND ST (44 - 99),65 MINNA ST,,N/A,37.78790958,-122.3983608,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00073&ExportPDF=1&Filename=21MFF-00073_schedule.pdf,"(37.7879095795372, -122.39836076940526)"
Liang Bai Ping,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72305651,-122.3911119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72305650933894, -122.39111194064196)"
Liang Bai Ping,GRIFFITH ST: QUESADA AVE to REVERE AVE (1300 - 1399),1300 GRIFFITH ST,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72708663,-122.3810744,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.727086633951366, -122.38107444874923)"
May Catering,HARRISON ST: MARIPOSA ST to 18TH ST (2150 - 2198),2150 HARRISON ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(0.0, 0.0)"
Mini Mobile Food Catering,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(0.0, 0.0)"
Liang Bai Ping,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1440 BANCROFT AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72417289,-122.3897354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72417289276133, -122.38973542901097)"
Liang Bai Ping,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1337 VAN DYKE AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72624948,-122.3878154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.7262494817986, -122.38781536801433)"
Mini Mobile Food Catering,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7879001,-122.394594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.7879000978181, -122.39459403620495)"
Quan Catering,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.77826658,-122.3988359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(37.778266576694556, -122.3988359224453)"
May Catering,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(0.0, 0.0)"
Yummy Hot Dogs,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,,Hot dogs: pretzels: chips: juices and cold drinks,37.78317542,-122.4095683,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0063&ExportPDF=1&Filename=17MFF-0063_schedule.pdf,"(37.78317542073363, -122.40956831554729)"
May Catering,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.77632714778992, -122.39179682107691)"
SF Street Food,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,37.78655805,-122.4010334,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,"(37.7865580501799, -122.40103337534973)"
Swell Cream & Coffee,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,,Ice cream: coffee: pastries,37.74255037,-122.4926771,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,"(37.74255037355925, -122.49267708221483)"
May Catering,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.77433766636957, -122.39405328631256)"
May Catering,16TH ST: MISSOURI ST to CONNECTICUT ST (1000 - 1099),1006 16TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76668986,-122.3971823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.76668985738672, -122.3971823227805)"
Quan Catering,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(37.79405318373291, -122.39734769332577)"
May Catering,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75924592,-122.3879174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.75924591902612, -122.38791737699125)"
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",GEARY ST: STOCKTON ST to POWELL ST (200 - 299),Assessors Block /Lot,,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00001&ExportPDF=1&Filename=19MFF-00001_schedule.pdf,"(0.0, 0.0)"
Mini Mobile Food Catering,FREMONT ST: FOLSOM ST to HARRISON ST \ I-80 W OFF RAMP (300 - 399),350 FREMONT ST,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.78707653,-122.3929826,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.787076530384326, -122.39298262422754)"
Mike's Catering,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7536999,-122.3900683,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,"(37.75369989994381, -122.39006834690777)"
Mini Mobile Food Catering,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.73937867,-122.3863379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,"(37.739378669437315, -122.38633794515339)"
Taqueria Lolita,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.73944545,-122.393015,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,"(37.73944545286909, -122.39301498669842)"
Mike's Catering,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,"(0.0, 0.0)"
Quan Catering,ALANA WAY: COUNTY LINE intersection,151 EXECUTIVE PARK BLVD,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(0.0, 0.0)"
May Catering,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76582045,-122.4119684,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.76582045448316, -122.41196835791213)"
Liang Bai Ping,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72695076,-122.38798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72695076437817, -122.3879799562619)"
Yummy Hot Dogs,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,,Hot dogs: pretzels: chips: juices and cold drinks,37.78283416,-122.4088379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0063&ExportPDF=1&Filename=17MFF-0063_schedule.pdf,"(37.78283416369839, -122.408837940446)"
Liang Bai Ping,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72666477,-122.3841442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.7266647697066, -122.38414422460619)"
Quan Catering,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.70937546,-122.4041544,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,"(37.70937546400143, -122.40415437850858)"
Isidoro Serrano,21ST ST: CAPP ST to MISSION ST (3150 - 3199),2501 MISSION ST,,,37.75687745,-122.4185799,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00075&ExportPDF=1&Filename=19MFF-00075_schedule.pdf,"(37.756877451535736, -122.41857988947626)"
May Catering,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76403818,-122.4137575,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.764038182817366, -122.41375751658944)"
Ziaurehman Amini,DRUMM ST: MARKET ST to CALIFORNIA ST (1 - 6),1 CALIFORNIA ST,,,37.79321373,-122.397043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0159&ExportPDF=1&Filename=15MFF-0159_schedule.pdf,"(37.793213731663414, -122.39704303671823)"
Liang Bai Ping,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72441324,-122.3901572,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72441324329633, -122.39015723961076)"
Liang Bai Ping,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(0.0, 0.0)"
Esmeli Catering,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,,tacos: burritos: quesadilla: tortas sodas,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00110&ExportPDF=1&Filename=19MFF-00110_schedule.pdf,"(0.0, 0.0)"
Liang Bai Ping,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72439753,-122.3915051,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72439752974338, -122.39150511638297)"
Treats by the Bay LLC,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,,Prepackaged Kettle Corn,37.76912441,-122.3914749,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00050&ExportPDF=1&Filename=21MFF-00050_schedule.pdf,"(37.769124412168054, -122.39147491124585)"
Authentic India,MARKET ST: 09TH ST \ LARKIN ST to 10TH ST \ FELL ST \ POLK ST (1301 - 1399) -- SOUTH --,1355 MARKET ST,,Indian Street Food,37.77673621,-122.4163949,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00093&ExportPDF=1&Filename=19MFF-00093_schedule.pdf,"(37.776736212750116, -122.41639493007732)"
May Catering,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74761607,-122.401977,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.74761607223309, -122.40197697572432)"
"Bay Area Dots, LLC",TAYLOR ST: BAY ST intersection,567 BAY ST,,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00117&ExportPDF=1&Filename=19MFF-00117_schedule.pdf,"(0.0, 0.0)"
Breakfast Embed,MISSION ROCK ST: 04TH ST intersection,1200 04TH ST,,Coffee: Pastries: Bagels: Sandwiches: Other Items,37.77248361,-122.3918116,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00069&ExportPDF=1&Filename=21MFF-00069_schedule.pdf,"(37.772483606822554, -122.39181160681602)"
Liang Bai Ping,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72648516,-122.3832325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,"(37.72648516321647, -122.38323245870731)"
May Catering,MISSION CREEK: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77407484,-122.3906685,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.77407484105827, -122.39066845814578)"
"Expresso Subito, LLC.",MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.78845703,-122.3998842,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00114&ExportPDF=1&Filename=19MFF-00114_schedule.pdf,"(37.788457028828915, -122.3998841605663)"
El Calamar Perubian Food Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2615 24TH ST,,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,37.75281483,-122.4056626,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=20MFF-00002&ExportPDF=1&Filename=20MFF-00002_schedule.pdf,"(37.75281482922111, -122.40566264191837)"
La Jefa,SANSOME ST: BUSH ST to PINE ST (100 - 199),155 SANSOME ST,,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00018&ExportPDF=1&Filename=19MFF-00018_schedule.pdf,"(37.79183426305553, -122.40127961659626)"
May Catering,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2300 CESAR CHAVEZ ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74994529,-122.4004209,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.749945285757114, -122.40042088443762)"
Let's Be Frank,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,,Hot dogs and chili,37.7765669,-122.4233954,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00104&ExportPDF=1&Filename=19MFF-00104_schedule.pdf,"(37.776566896519526, -122.42339537672727)"
Mike's Catering,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2200 CESAR CHAVEZ ST,,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75004883,-122.3996721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00054&ExportPDF=1&Filename=19MFF-00054_schedule.pdf,"(37.750048825970445, -122.39967205970898)"
